Бренд;Коллекция;Категория;categoryId;Тип соединения;Фаска;Порода дерева;Селекция;Тон;Конструкция;Разновидность
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Бежевый;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Ориджинал;Натуральный;Двухслойная (дуб+дуб);
Unilin;Skara 12 pro;Ламинат;270;замковое соединение;четырехсторонняя;Дуб;;Светлый;;
Coswick;Американский орех;Модульный паркет;266;шип-паз;подетально;Американский орех;Традишинал;;;Модульный паркет
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+дуб);
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Трехслойная (дуб+дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Темный;Двухслойная (дуб+фанера);Французская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Coswick;Оттенки серого;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;Белые ночи;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;
Coswick;Белые ночи;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Селект энд Бэттер;Светлый;;Французская
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Коричневый;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+дуб);
Unilin;Skara 12 pro;Ламинат;270;замковое соединение;четырехсторонняя;Дуб;;Натуральный;;
Coswick;Белые ночи;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Coswick;Оттенки серого;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
